level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3			5042153.365	5042259.119	#ff0071	1.0	Fill	21					482
3			5043784.207	5043808.557	#ff0071	1.0	Fill	25					2405
3			5044700.473	5044725.377	#ff0071	1.0	Fill	26					2406
3			5046647.182	5046676.349	#ff0071	1.0	Fill	27					2407
3			5053802.577	5053827.823	#ff0071	1.0	Fill	51					2408
3			5054228.79	5054259.374	#ff0071	1.0	Fill	55					1849
3			5054703.462	5054727.422	#ff0071	1.0	Fill	56					2561
3			5055111.415	5055141.617	#ff0071	1.0	Fill	57					1850
3			5058608.63	5058632.536	#ff0071	1.0	Fill	81					483
3			5058989.657	5059006.682	#ff0071	1.0	Fill	85					1851
3			5059377.707	5059399.495	#ff0071	1.0	Fill	86					1852
3			5059759.358	5059797.034	#ff0071	1.0	Fill	87					1853
3			5063255.937	5063342.932	#ff0071	1.0	Fill	111					484
3			5063633.326	5063651.008	#ff0071	1.0	Fill	115					2562
3			5064043.612	5064064.878	#ff0071	1.0	Fill	116					2409
3			5064444.68	5064466.223	#ff0071	1.0	Fill	117					2410
