level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3	38	10086609.426	10086755.114	10087511.45	#00baff	1.0	Deferred Enqueue Task	1	[[0, 2, 3190]]				47
2	37	10086836.016	10086836.016	10087183.836	#5500ff	1.0	Mapper Call select_task_options						3110
3	37	10087462.168	10087614.72	10088272.33	#ca00ff	1.0	Scheduler	0					49
3	38	10088198.309	10088342.777	10089722.67	#00fcff	1.0	Task Physical Dependence Analysis	1	[[0, 2, 3190]]				3191
2	37	10088607.689	10088607.689	10088725.646	#4900ff	1.0	Mapper Call map_task for 1	1	[[0, 2, 3190]]				3111
3	38	10095284.808	10095364.067	10095604.202	#ff2300	1.0	Logical Dependence Analysis	3					51
3	37	10095571.283	10095648.32	10095712.557	#333399	1.0	Deferred Ready Trigger	3					52
3	38	10095709.292	10095741.843	10097109.622	#ff0800	1.0	Operation Physical Dependence Analysis	3					53
3	35	10096948.99	10097153.484	10097227.793	#00ff27	1.0	Tighten Index Space	3					3192
3	34	10096950.651	10097265.075	10097295.273	#00ff27	1.0	Tighten Index Space	3					54
3	33	10096951.132	10097334.278	10097360.77	#00ff27	1.0	Tighten Index Space	3					3551
3	32	10096951.511	10097393.3	10097417.043	#00ff27	1.0	Tighten Index Space	3					3552
3	37	10096209.636	10097454.466	10099634.62	#ff2300	1.0	Logical Dependence Analysis	4	[[0, 1, 3089]]				56
3	38	10098675.393	10099677.376	10099726.568	#333399	1.0	Deferred Ready Trigger	4	[[0, 1, 3089]]				57
3	37	10099719.575	10099768.051	10099863.175	#ca00ff	1.0	Scheduler	0					58
3	36	10096733.692	10099897.675	10100011.66	#ff4a00	1.0	Prepipeline Stage	5					60
3	38	10100045.282	10100045.282	10104128.712	#00fcff	1.0	Task Physical Dependence Analysis	4	[[0, 1, 3089]]				3553
3	38	10104128.712	10104128.712	10104190.232	#00fcff	0.15	Task Physical Dependence Analysis (waiting)	4					3553
3	38	10104190.232	10104190.232	10104213.086	#00fcff	0.45	Task Physical Dependence Analysis (ready)	4					3553
3	38	10104213.086	10104213.086	10105867.839	#00fcff	1.0	Task Physical Dependence Analysis	4					3553
3	38	10105867.839	10105867.839	10105882.298	#00fcff	0.15	Task Physical Dependence Analysis (waiting)	4					3553
3	38	10105882.298	10105882.298	10105893.01	#00fcff	0.45	Task Physical Dependence Analysis (ready)	4					3553
3	38	10105893.01	10105893.01	10109308.285	#00fcff	1.0	Task Physical Dependence Analysis	4					3553
2	37	10101084.356	10101084.356	10106477.512	#4900ff	1.0	Mapper Call map_task for 4	4	[[0, 1, 3089]]				3112
3	37	10109008.097	10109348.051	10109398.895	#333399	1.0	Deferred Ready Trigger	5					3193
3	38	10109395.386	10109431.475	10110856.58	#ff0800	1.0	Operation Physical Dependence Analysis	5					3194
3	37	10110790.671	10110902.257	10110951.339	#333399	1.0	Deferred Ready Trigger	6					3554
3	38	10110947.603	10110987.313	10111800.478	#ff0800	1.0	Operation Physical Dependence Analysis	6					3555
3	37	10111751.722	10111837.657	10111864.306	#333399	1.0	Deferred Ready Trigger	7					3556
3	38	10111861.429	10111892.992	10111938.56	#ff0800	1.0	Operation Physical Dependence Analysis	7					3557
