
1114705956,,instructions:u,54787326,100.00,,

229789903,,cycles:u,54985548,100.00,,

154361763,,branches:u,55077130,100.00,,

304170,,branch-misses:u,54023484,100.00,,

156763,,cache-misses:u,54105188,100.00,,

1080890,,cache-references:u,54117360,100.00,,

55059215,ns,duration_time:u,55059215,100.00,,

268435456,,fp_ret_sse_avx_ops.all:u,55006277,100.00,,
