
160731120,,instructions:u,10228424,100.00,,

41109120,,cycles:u,10301270,100.00,,

20143984,,branches:u,10119169,100.00,,

9597,,branch-misses:u,10313314,100.00,,

133875,,cache-misses:u,10357917,100.00,,

1141383,,cache-references:u,10217163,100.00,,

10437795,ns,duration_time:u,10437795,100.00,,

268435456,,fp_ret_sse_avx_ops.all:u,10485767,100.00,,
