
1147990248,,instructions:u,56352292,100.00,,

234962636,,cycles:u,56532230,100.00,,

154244805,,branches:u,56602481,100.00,,

304095,,branch-misses:u,56524344,100.00,,

142735,,cache-misses:u,56474682,100.00,,

2521180,,cache-references:u,56680848,100.00,,
