level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
2	5	5062383.524	5062482.204	5063470.467	#00ff12	1.0	Deferred Enqueue Task	1					2
1	4	5062564.931	5062564.931	5062993.29	#ffe300	1.0	Mapper Call select_task_options						67
2	4	5063414.57	5063568.111	5064291.97	#0042ff	1.0	Scheduler	0					74
2	5	5064217.151	5064381.35	5065877.359	#0a00ff	1.0	Task Physical Dependence Analysis	1					75
1	4	5064767.929	5064767.929	5064892.675	#ff1a00	1.0	Mapper Call map_task for 1	1					68
2	5	5066602.827	5066632.096	5066956.251	#00ff5a	1.0	Logical Dependence Analysis	3					76
2	4	5066928.5	5067002.994	5067055.842	#333399	1.0	Deferred Ready Trigger	3					4
2	3	5067049.039	5067098.611	5067193.1	#0042ff	1.0	Scheduler	0					6
2	5	5066995.778	5067234.518	5067935.882	#00ff5a	1.0	Logical Dependence Analysis	4					77
2	3	5067316.064	5067982.715	5068031.859	#333399	1.0	Deferred Ready Trigger	4					78
2	5	5068026.079	5068069.467	5068147.841	#0042ff	1.0	Scheduler	0					79
2	2	5067363.461	5068188.112	5068225.394	#333399	1.0	Deferred Ready Trigger	5					81
2	5	5068220.547	5068261.382	5068327.583	#0042ff	1.0	Scheduler	0					7
2	1	5067405.834	5068366.815	5068411.231	#333399	1.0	Deferred Ready Trigger	6					9
2	5	5068406.54	5068448.357	5068516.027	#0042ff	1.0	Scheduler	0					82
2	4	5067181.943	5068558.654	5069254.92	#0a00ff	1.0	Task Physical Dependence Analysis	3					10
1	5	5068584.038	5068584.038	5068979.352	#ff1a00	1.0	Mapper Call map_task for 3	3					69
2	3	5068137.019	5069301.258	5069551.427	#0a00ff	1.0	Task Physical Dependence Analysis	4					138
2	5	5069444.149	5069592.377	5069637.174	#333399	1.0	Deferred Ready Trigger	7					84
2	3	5069631.346	5069674.991	5069757.559	#0042ff	1.0	Scheduler	0					11
2	4	5069610.565	5069815.49	5070873.563	#006600	1.0	Post-Task Execution	3					85
2	2	5068318.789	5070930.628	5071150.782	#0a00ff	1.0	Task Physical Dependence Analysis	5					122
2	1	5068507.436	5071192.674	5071390.022	#0a00ff	1.0	Task Physical Dependence Analysis	6					139
2	4	5071302.361	5071431.156	5071535.411	#006600	1.0	Post-Task Execution	5					140
2	5	5069746.449	5071581.134	5071839.698	#0a00ff	1.0	Task Physical Dependence Analysis	7					141
2	4	5071606.518	5071883.693	5071997.779	#006600	1.0	Post-Task Execution	6					12
2	3	5071718.973	5072040.306	5072088.098	#333399	1.0	Deferred Ready Trigger	8					14
2	4	5072082.449	5072126.362	5072204.604	#0042ff	1.0	Scheduler	0					15
2	5	5071933.644	5072247.929	5072321.704	#006600	1.0	Post-Task Execution	7					86
2	3	5072195.069	5072366.891	5072580.86	#0a00ff	1.0	Task Physical Dependence Analysis	8					142
2	5	5072480.995	5072622.019	5072675.128	#333399	1.0	Deferred Ready Trigger	9					17
2	4	5072668.69	5072714.087	5072789.917	#0042ff	1.0	Scheduler	0					18
2	5	5072693.309	5072832.063	5072908.461	#006600	1.0	Post-Task Execution	8					19
2	3	5072780.652	5072950.147	5073161.888	#0a00ff	1.0	Task Physical Dependence Analysis	9					143
2	5	5073063.495	5073203.165	5073250.206	#333399	1.0	Deferred Ready Trigger	10					21
2	4	5073244.437	5073291.563	5073369.161	#0042ff	1.0	Scheduler	0					22
2	5	5073273.084	5073408.939	5073483.991	#006600	1.0	Post-Task Execution	9					23
2	3	5073359.693	5073526.71	5073747.273	#0a00ff	1.0	Task Physical Dependence Analysis	10					144
2	5	5073640.243	5073789.072	5073833.925	#333399	1.0	Deferred Ready Trigger	11					123
2	4	5073827.964	5073868.848	5073942.517	#0042ff	1.0	Scheduler	0					24
2	5	5073869.97	5073981.508	5074057.555	#006600	1.0	Post-Task Execution	10					25
2	3	5073933.242	5074099.664	5074319.037	#0a00ff	1.0	Task Physical Dependence Analysis	11					145
2	5	5074452.589	5074470.739	5074625.899	#006600	1.0	Post-Task Execution	11					27
2	5	5074961.639	5074961.639	5074989.043	#FFC0CB	1.0	ProfTask <1>						71
2	4	5074970.946	5075001.602	5075048.665	#006600	1.0	Post-Task Execution	1					87
2	5	5075040.999	5075087.508	5075507.696	#2b00ff	1.0	Trigger Complete	1					88
2	4	5075136.003	5075563.749	5075671.768	#ff2300	1.0	Top Finish	0					89
