level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
1	2	27180.346	27180.346	27228.332	#FFC0CB	1.0	ProfTask <1>						120
1	2	27738.493	27738.493	27739.342	#FFC0CB	1.0	ProfTask <3>						122
1	2	27753.884	27760.452	27816.53	#ff001d	1.0	hit [primary] <4>						11
1	1	27812.786	27828.556	27870.997	#ff001d	1.0	hit [primary] <5>						140
1	2	27935.79	27935.79	27937.684	#FFC0CB	1.0	ProfTask <6>						124
1	2	28131.556	28131.556	28137.244	#FFC0CB	1.0	ProfTask <7>						126
1	2	28145.273	28145.273	28145.974	#FFC0CB	1.0	ProfTask <8>						128
1	2	28158.729	28158.729	28159.151	#FFC0CB	1.0	ProfTask <7>						130
1	2	28230.045	28230.045	28230.572	#FFC0CB	1.0	ProfTask <8>						132
1	2	28423.125	28423.125	28423.651	#FFC0CB	1.0	ProfTask <10>						134
1	2	28521.005	28521.005	28521.457	#FFC0CB	1.0	ProfTask <11>						136
1	2	28621.778	28621.778	28628.353	#FFC0CB	1.0	ProfTask <11>						138
